make;model;version;year_manufacture;year_model;km;price;location
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;49.000km;R$ 51.990;Niterói / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;49.000km;R$ 104.990;Ananindeua / PA
Toyota;Hilux;2.8 POWER PACK 4X4 CD 16V DIESEL 4P MANUAL;2019;2020;49.000km;R$ 189.990;Ananindeua / PA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;49.000km;R$ 61.590;Natal / RN
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;49.024km;R$ 95.490;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;49.024km;R$ 95.490;Mogi das Cruzes / SP
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;49.024km;R$ 95.490;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2019;2020;49.070km;R$ 56.990;Presidente Prudente / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;49.075km;R$ 100.520;Maceió / AL
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;49.075km;R$ 100.520;Natal / RN
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;49.085km;R$ 51.990;Porto Alegre / RS
Chevrolet;Joy;1.0 Plus Black;2021;2021;49.130km;R$ 65.990;São Paulo / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;49.201km;R$ 105.790;Londrina / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;49.208km;R$ 87.880;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;49.212km;R$ 164.990;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE PLUS MANUAL;2020;2021;49.236km;R$ 64.490;Contagem / MG
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2019;2020;49.290km;R$ 92.990;Várzea Grande / MT
Ford;Ka;1.0 TI-VCT FLEX SE PLUS SEDAN MANUAL;2020;2020;49.339km;R$ 59.490;Ribeirão Preto / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2019;2020;49.351km;R$ 94.557;Guarapuava / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2019;2020;49.351km;R$ 94.557;Guarapuava / PR
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;49.390km;R$ 164.990;Contagem / MG
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;49.400km;R$ 87.880;Jundiaí / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2019;2020;49.419km;R$ 73.990;Maceió / AL
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;49.466km;R$ 126.530;Rio de Janeiro / RJ
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;49.520km;R$ 58.590;Curitiba / PR
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;49.522km;R$ 100.520;Porto Alegre / RS
Chevrolet;S10;2.8 16V TURBO DIESEL LS CD 4X4 MANUAL;2020;2021;49.525km;R$ 171.990;Presidente Prudente / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;49.530km;R$ 105.790;Betim / MG
Chevrolet;S10;2.8 16V TURBO DIESEL LS CD 4X4 MANUAL;2020;2021;49.547km;R$ 171.990;Lauro de Freitas / BA
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2020;49.650km;R$ 83.990;Maceió / AL
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;49.678km;R$ 103.690;Lauro de Freitas / BA
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;49.795km;R$ 69.990;Feira de Santana / BA
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;49.795km;R$ 69.990;Salvador / BA
Ford;Ka;1.0 TI-VCT FLEX SE SEDAN MANUAL;2020;2020;49.810km;R$ 59.490;Canoas / RS
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;49.815km;R$ 169.990;São Paulo / SP
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2020;2020;49.840km;R$ 219.990;Goiânia / GO
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;49.851km;R$ 115.990;Campo Grande / MS
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;49.893km;R$ 164.990;Rio de Janeiro / RJ
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;49.962km;R$ 64.490;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;49.991km;R$ 139.320;Pato Branco / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;49.992km;R$ 69.990;Rio de Janeiro / RJ
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;49.999km;R$ 97.590;Goiânia / GO
Renault;Duster;1.6 16V SCE FLEX DYNAMIQUE X-TRONIC;2019;2020;50.000km;R$ 84.990;Americana / SP
