make;model;version;year_manufacture;year_model;km;price;location
Ford;Ka;1.0 TI-VCT FLEX SE SEDAN MANUAL;2019;2020;55.000km;R$ 57.490;Belo Horizonte / MG
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2019;55.000km;R$ 107.990;Rio de Janeiro / RJ
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;55.000km;R$ 85.990;Rio de Janeiro / RJ
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;55.000km;R$ 83.290;Rio de Janeiro / RJ
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.000km;R$ 69.990;Rio de Janeiro / RJ
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;55.000km;R$ 82.990;São Luis / MA
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;55.000km;R$ 77.990;São Paulo / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2020;2020;55.002km;R$ 215.990;Osasco / SP
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;55.020km;R$ 82.990;Rio de Janeiro / RJ
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;55.068km;R$ 169.990;Feira de Santana / BA
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.082km;R$ 69.990;Mesquita / RJ
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;55.092km;R$ 82.490;Jundiaí / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;55.107km;R$ 95.990;São Paulo / SP
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;55.107km;R$ 51.790;Taboão da Serra / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;55.122km;R$ 77.990;São Paulo / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;55.122km;R$ 77.990;São Jose dos Campos / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;55.128km;R$ 105.790;Presidente Prudente / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;55.175km;R$ 115.990;Porto Alegre / RS
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;55.237km;R$ 169.990;Várzea Grande / MT
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;55.395km;R$ 65.990;Vitória da Conquista / BA
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;55.441km;R$ 169.990;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;55.446km;R$ 61.590;Feira de Santana / BA
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2021;2022;55.495km;R$ 66.990;Ribeirão Preto / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;55.641km;R$ 99.990;Campo Grande / MS
Volkswagen;Amarok;2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL;2019;2020;55.655km;R$ 166.590;Recife / PE
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;55.708km;R$ 98.940;Ribeirão Preto / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.720km;R$ 69.990;Natal / RN
Renault;Captur;1.6 16V SCE FLEX INTENSE X-TRONIC;2020;2021;55.790km;R$ 99.990;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.799km;R$ 67.990;Mauá / SP
Fiat;Fiorino;1.4 MPI FURGÃO ENDURANCE 8V FLEX 2P MANUAL;2020;2021;55.847km;R$ 86.990;Fortaleza / CE
Peugeot;208;1.6 16V FLEX GRIFFE AT6;2020;2021;55.899km;R$ 88.990;Vitória da Conquista / BA
Fiat;Uno;1.0 FIRE FLEX ATTRACTIVE MANUAL;2020;2021;55.918km;R$ 52.990;Presidente Prudente / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.925km;R$ 69.990;Goiânia / GO
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;55.925km;R$ 100.520;Palmas / TO
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;55.932km;R$ 95.990;São Luis / MA
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;55.936km;R$ 69.990;Ribeirão Preto / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2019;2020;56.000km;R$ 104.990;Rio de Janeiro / RJ
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;56.010km;R$ 63.490;Curitiba / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;56.020km;R$ 98.940;Canoas / RS
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;56.024km;R$ 81.590;Rio de Janeiro / RJ
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;56.024km;R$ 81.590;Niterói / RJ
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;56.039km;R$ 61.590;Palmas / TO
Ford;Ka;1.0 TI-VCT FLEX SE MANUAL;2018;2019;56.056km;R$ 55.990;Recife / PE
Renault;Logan;1.0 12V SCE FLEX LIFE MANUAL;2021;2022;56.100km;R$ 66.990;Natal / RN
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;56.152km;R$ 60.990;Goiânia / GO
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;56.165km;R$ 91.990;Santos / SP
Fiat;Strada;1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL;2019;2020;56.202km;R$ 66.490;São Paulo / SP
Volkswagen;Amarok;2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL;2019;2020;56.222km;R$ 166.590;Goiânia / GO
Chevrolet;Onix;1.0 TURBO FLEX PLUS LT AUTOMÁTICO;2020;2020;56.270km;R$ 81.490;Ponta Grossa / PR
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;56.372km;R$ 67.990;São Paulo / SP
Volkswagen;Polo;1.6 MSI TOTAL FLEX MANUAL;2019;2020;56.372km;R$ 67.990;Mauá / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2020;56.387km;R$ 100.990;Anápolis / GO
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2018;2018;56.427km;R$ 127.990;Osasco / SP
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2018;2018;56.427km;R$ 127.990;Santo André / SP
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;56.450km;R$ 103.690;Maceió / AL
Chevrolet;Tracker;1.2 TURBO FLEX PREMIER AUTOMÁTICO;2020;2021;56.450km;R$ 126.530;São Luis / MA
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2021;2022;56.450km;R$ 69.930;Ananindeua / PA
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;56.455km;R$ 105.790;Porto Alegre / RS
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;56.465km;R$ 60.990;Balneário Camboriú / SC
