make;model;version;year_manufacture;year_model;km;price;location
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;36.943km;R$ 100.590;Mauá / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;36.956km;R$ 88.690;João pessoa / PB
Peugeot;208;1.6 16V FLEX ACTIVE PACK AT6;2021;2021;36.990km;R$ 79.990;Fortaleza / CE
Fiat;Toro;2.0 16V TURBO DIESEL FREEDOM 4WD AT9;2018;2019;37.000km;R$ 139.990;Osasco / SP
Volkswagen;Virtus;1.6 MSI TOTAL FLEX MANUAL;2020;2021;37.089km;R$ 79.490;Maceió / AL
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.105km;R$ 140.390;Belo Horizonte / MG
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.105km;R$ 140.390;Uberlândia / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;37.109km;R$ 100.590;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;37.112km;R$ 71.590;Guarapuava / PR
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;37.120km;R$ 89.990;Joinville / SC
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.140km;R$ 140.390;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.140km;R$ 140.390;São Paulo / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2021;2022;37.147km;R$ 75.990;Uberlândia / MG
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;37.150km;R$ 64.590;São Luis / MA
Volkswagen;Jetta;1.4 250 TSI TOTAL FLEX COMFORTLINE TIPTRONIC;2019;2019;37.165km;R$ 109.990;Duque de Caxias / RJ
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;37.167km;R$ 89.990;São Paulo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2022;37.174km;R$ 112.990;São Paulo / SP
Peugeot;2008;1.6 16V FLEX ALLURE PACK 4P AUTOMÁTICO;2021;2022;37.222km;R$ 89.990;Santo André / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.272km;R$ 140.390;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.272km;R$ 140.390;São Paulo / SP
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;37.300km;R$ 91.990;Balneário Camboriú / SC
Renault;Duster Oroch;2.0 16V HI-FLEX DYNAMIQUE AUTOMÁTICO;2019;2020;37.305km;R$ 92.990;João pessoa / PB
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;37.345km;R$ 101.990;Campo Grande / MS
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2020;2020;37.397km;R$ 219.990;Mogi das Cruzes / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2019;2020;37.403km;R$ 60.590;Curitiba / PR
Peugeot;208;1.6 16V FLEX ALLURE AT6;2021;2022;37.434km;R$ 88.990;Presidente Prudente / SP
Mercedes-Benz;C 180;1.6 CGI FLEX AVANTGARDE 9G-TRONIC;2019;2019;37.434km;R$ 179.990;Natal / RN
Ford;Ka;1.5 TI-VCT FLEX SE PLUS MANUAL;2020;2021;37.456km;R$ 63.990;Teresina / PI
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;37.500km;R$ 82.490;Taboão da Serra / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;37.504km;R$ 93.095;Guarapuava / PR
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;37.548km;R$ 64.490;São Paulo / SP
Peugeot;208;1.6 16V FLEX ACTIVE PACK AT6;2021;2021;37.575km;R$ 79.990;Cascavel / PR
Volkswagen;Tiguan;2.0 350 TSI GASOLINA ALLSPACE R-LINE 4MOTION DSG;2019;2020;37.607km;R$ 235.990;São Paulo / SP
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;37.613km;R$ 128.590;Osasco / SP
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;37.613km;R$ 128.590;São Paulo / SP
Volkswagen;Nivus;1.0 200 TSI TOTAL FLEX HIGHLINE AUTOMÁTICO;2021;2021;37.613km;R$ 128.590;Osasco / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;37.675km;R$ 64.490;Uberlândia / MG
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;37.718km;R$ 83.990;Mesquita / RJ
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;37.720km;R$ 140.390;Brasília / DF
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2022;37.749km;R$ 72.990;Várzea Grande / MT
Audi;Q3;1.4 35 TFSI FLEX PRESTIGE S TRONIC;2020;2020;37.750km;R$ 219.990;Fortaleza / CE
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;37.819km;R$ 54.990;Ribeirão Preto / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2020;2021;37.832km;R$ 86.990;Manaus / AM
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;37.868km;R$ 97.590;São Jose dos Campos / SP
Citroen;C4 Cactus;1.6 VTI 120 FLEX FEEL EAT6;2021;2022;37.889km;R$ 93.095;São Jose dos Campos / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;37.950km;R$ 97.590;Fortaleza / CE
Hyundai;Hb20s;1.6 16V FLEX VISION AUTOMÁTICO;2021;2022;37.953km;R$ 91.990;Rio de Janeiro / RJ
Mercedes-Benz;C 180;1.6 CGI GASOLINA AVANTGARDE 9G-TRONIC;2020;2020;37.983km;R$ 215.990;Belo Horizonte / MG
Mercedes-Benz;C 180;1.6 CGI GASOLINA AVANTGARDE 9G-TRONIC;2020;2020;37.983km;R$ 215.990;Belo Horizonte / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;37.990km;R$ 97.590;Campo Grande / MS
Jeep;Compass;2.0 16V FLEX LIMITED AUTOMÁTICO;2020;2020;37.991km;R$ 148.990;Osasco / SP
Volkswagen;Polo;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;37.999km;R$ 83.990;Fortaleza / CE
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;37.999km;R$ 101.990;Natal / RN
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2020;38.000km;R$ 51.990;Maceió / AL
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;38.000km;R$ 140.390;Niterói / RJ
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;38.000km;R$ 117.990;Ananindeua / PA
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;38.000km;R$ 140.390;Ananindeua / PA
