make;model;version;year_manufacture;year_model;km;price;location
Renault;Logan;1.0 12V SCE FLEX ZEN MANUAL;2021;2022;41.509km;R$ 73.990;Santo André / SP
Mercedes-Benz;Gla 200;1.6 CGI FLEX STYLE 7G-DCT;2019;2020;41.609km;R$ 187.990;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;41.628km;R$ 87.880;Salvador / BA
Chevrolet;Cruze;1.4 TURBO LT 16V FLEX 4P AUTOMÁTICO;2019;2020;41.646km;R$ 103.690;Natal / RN
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;41.647km;R$ 54.615;Curitiba / PR
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;41.675km;R$ 100.520;São Paulo / SP
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;41.729km;R$ 63.490;Lauro de Freitas / BA
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;41.750km;R$ 100.520;Teresina / PI
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;41.830km;R$ 115.990;Porto Alegre / RS
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2020;41.850km;R$ 94.557;Belém / PA
Fiat;Toro;1.8 16V EVO FLEX FREEDOM AT6;2020;2021;41.874km;R$ 114.990;Duque de Caxias / RJ
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2021;2021;41.895km;R$ 100.520;Curitiba / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2021;2021;41.991km;R$ 115.990;São Paulo / SP
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;42.000km;R$ 98.940;Duque de Caxias / RJ
Volkswagen;Virtus;1.0 200 TSI HIGHLINE AUTOMÁTICO;2019;2020;42.000km;R$ 95.490;São Paulo / SP
Chevrolet;S10;2.8 16V TURBO DIESEL LT CD 4X4 AUTOMÁTICO;2020;2021;42.000km;R$ 225.990;Recife / PE
Renault;Kwid;1.0 12V SCE FLEX ZEN MANUAL;2020;2021;42.000km;R$ 51.790;Uberlândia / MG
Chevrolet;Spin;1.8 ACTIV7 8V FLEX 4P AUTOMÁTICO;2020;2021;42.000km;R$ 100.520;Ananindeua / PA
Audi;A3;1.4 TFSI SEDAN ATTRACTION 16V FLEX 4P TIPTRONIC;2018;2018;42.027km;R$ 116.990;São Paulo / SP
Ford;Ka;1.5 TI-VCT FLEX SE SEDAN MANUAL;2020;2021;42.057km;R$ 64.490;Guarapuava / PR
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2020;42.068km;R$ 120.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2020;42.068km;R$ 120.990;São Paulo / SP
Audi;A3;1.4 TFSI SEDAN ATTRACTION 16V FLEX 4P TIPTRONIC;2018;2018;42.071km;R$ 116.990;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;42.112km;R$ 139.320;Guarapuava / PR
Fiat;Uno;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;42.130km;R$ 49.990;Maringá / PR
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;42.150km;R$ 95.990;São Luis / MA
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;42.158km;R$ 100.520;Contagem / MG
Volkswagen;Gol;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;42.169km;R$ 56.490;Salvador / BA
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ AUTOMÁTICO;2020;2021;42.234km;R$ 85.677;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2020;2021;42.234km;R$ 85.677;Taboão da Serra / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;42.240km;R$ 87.880;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ AUTOMÁTICO;2021;2021;42.292km;R$ 85.677;Feira de Santana / BA
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;42.295km;R$ 87.490;Joinville / SC
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;42.368km;R$ 95.990;Maceió / AL
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;42.368km;R$ 95.990;Recife / PE
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;42.393km;R$ 169.990;Vitória / ES
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;42.443km;R$ 100.520;São Bernardo do Campo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;42.443km;R$ 100.520;Santos / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;42.477km;R$ 115.990;Santos / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;42.481km;R$ 105.790;Contagem / MG
Audi;A3;1.4 TFSI FLEX SEDAN PRESTIGE TIPTRONIC;2019;2020;42.496km;R$ 136.990;Contagem / MG
Jeep;Renegade;1.8 16V FLEX SPORT 4P AUTOMÁTICO;2020;2021;42.567km;R$ 96.990;Mogi das Cruzes / SP
Chevrolet;Onix;1.0 TURBO FLEX PLUS LTZ MANUAL;2020;2021;42.603km;R$ 82.490;São Paulo / SP
Chevrolet;Onix;1.0 TURBO FLEX LTZ MANUAL;2020;2021;42.603km;R$ 82.490;São Paulo / SP
Audi;A3;1.4 TFSI FLEX SEDAN PRESTIGE TIPTRONIC;2020;2020;42.765km;R$ 136.990;Belo Horizonte / MG
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;42.850km;R$ 139.320;Porto Alegre / RS
Volkswagen;Voyage;1.6 MSI TOTALFLEX 4P MANUAL;2021;2021;42.954km;R$ 63.490;São Paulo / SP
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;42.970km;R$ 139.320;João pessoa / PB
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;42.981km;R$ 100.520;São Paulo / SP
Chevrolet;Spin;1.8 PREMIER 8V FLEX 4P AUTOMÁTICO;2020;2021;42.981km;R$ 100.520;São Bernardo do Campo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;43.000km;R$ 87.880;Osasco / SP
Ford;Ecosport;1.5 TI-VCT FLEX SE AUTOMÁTICO;2019;2020;43.000km;R$ 83.990;Teresina / PI
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2020;2021;43.000km;R$ 54.615;Uberlândia / MG
Jeep;Renegade;1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO;2020;2021;43.000km;R$ 95.990;Ananindeua / PA
Jeep;Compass;2.0 16V FLEX LONGITUDE AUTOMÁTICO;2020;2021;43.033km;R$ 139.320;Mauá / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;43.045km;R$ 65.490;Londrina / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.068km;R$ 115.990;Ananindeua / PA
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.070km;R$ 115.990;Maringá / PR
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;43.114km;R$ 115.990;Mogi das Cruzes / SP
Renault;Logan;1.6 16V SCE FLEX ZEN MANUAL;2020;2021;43.117km;R$ 66.590;Jaraguá do Sul / SC
