make;model;version;year_manufacture;year_model;km;price;location
Volkswagen;Gol;1.6 MSI TOTALFLEX 4P MANUAL;2020;2021;66.194km;R$ 58.590;Presidente Prudente / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.325km;R$ 65.990;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;66.325km;R$ 61.590;São Paulo / SP
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;66.386km;R$ 60.990;Guarapuava / PR
Volkswagen;Voyage;1.0 12V MPI TOTALFLEX 4P MANUAL;2020;2021;66.410km;R$ 61.590;Guarapuava / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;66.423km;R$ 83.290;São Paulo / SP
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2019;2020;66.423km;R$ 83.290;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.547km;R$ 65.990;Presidente Prudente / SP
Fiat;Mobi;1.0 EVO FLEX LIKE. MANUAL;2021;2021;66.552km;R$ 54.615;Curitiba / PR
Toyota;Corolla;1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO;2019;2019;66.577km;R$ 101.990;São Paulo / SP
Toyota;Corolla;1.8 GLI UPPER 16V FLEX 4P AUTOMÁTICO;2019;2019;66.577km;R$ 101.990;São Paulo / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;66.620km;R$ 115.990;Osasco / SP
Volkswagen;T-Cross;1.0 200 TSI TOTAL FLEX COMFORTLINE AUTOMÁTICO;2020;2021;66.624km;R$ 115.990;Vitória da Conquista / BA
Volkswagen;Amarok;2.0 SE 4X4 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL;2019;2020;66.625km;R$ 166.590;Goiânia / GO
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.650km;R$ 65.990;Ribeirão Preto / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.685km;R$ 65.990;Maringá / PR
Volkswagen;Virtus;1.0 200 TSI COMFORTLINE AUTOMÁTICO;2020;2021;66.700km;R$ 87.880;Vitória / ES
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;66.795km;R$ 73.990;São Paulo / SP
Chevrolet;Onix;1.0 FLEX LT MANUAL;2020;2021;66.795km;R$ 73.990;São Paulo / SP
Fiat;Toro;1.8 16V EVO FLEX ENDURANCE AT6;2020;2021;66.809km;R$ 105.790;Porto Alegre / RS
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2019;2020;66.930km;R$ 61.190;São Bernardo do Campo / SP
Fiat;Doblo;1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL;2020;2021;66.932km;R$ 91.990;Campo Grande / MS
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.954km;R$ 65.990;São Paulo / SP
Fiat;Argo;1.0 FIREFLY FLEX DRIVE MANUAL;2020;2021;66.982km;R$ 65.990;São Paulo / SP
Volkswagen;Tiguan;1.4 250 TSI TOTAL FLEX ALLSPACE COMFORTLINE TIPTRONIC;2019;2020;67.000km;R$ 164.990;Teresina / PI
Fiat;Toro;2.0 16V TURBO DIESEL FREEDOM 4WD AT9;2019;2020;67.000km;R$ 149.990;Teresina / PI
